tiempo (s);Potencia (W)
97,7;32,073603
97,71;32,125808
97,72;32,181659
97,73;32,226262
97,74;32,255554
97,75;32,273242
97,76;32,278179
97,77;32,265171
97,78;32,237555
97,79;32,210386
97,8;32,201415
97,81;32,214616
97,82;32,237544
97,83;32,25555
97,84;32,262913
97,85;32,261679
97,86;32,248201
97,87;32,212051
97,88;32,150428
97,89;32,073088
97,9;31,993813
97,91;31,91387
97,92;31,821457
97,93;31,709983
97,94;31,590487
97,95;31,489115
97,96;31,428359
97,97;31,4182
97,98;31,461982
97,99;31,555219
98;31,680494
98,01;31,804184
98,02;31,889389
98,03;31,917054
98,04;31,891457
98,05;31,831963
98,06;31,754402
98,07;31,663167
98,08;31,560978
98,09;31,455343
98,1;31,354256
98,11;31,252265
98,12;31,13401
98,13;30,999991
98,14;30,879875
98,15;30,816192
98,16;30,827346
98,17;30,896367
98,18;30,99513
98,19;31,102406
98,2;31,204837
98,21;31,289927
98,22;31,34923
98,23;31,39167
98,24;31,44444
98,25;31,532845
98,26;31,652588
98,27;31,774171
98,28;31,87505
98,29;31,957865
98,3;32,040764
98,31;32,127286
98,32;32,202926
98,33;32,265094
98,34;32,332051
98,35;32,42254
98,36;32,532899
98,37;32,640469
98,38;32,727195
98,39;32,794681
98,4;32,859789
98,41;32,929635
98,42;32,994169
98,43;33,047621
98,44;33,101451
98,45;33,173864
98,46;33,263468
98,47;33,343467
98,48;33,38423
98,49;33,374125
98,5;33,324665
98,51;33,253881
98,52;33,174762
98,53;33,103292
98,54;33,062814
98,55;33,076042
98,56;33,147509
98,57;33,258965
98,58;33,385968
98,59;33,515222
98,6;33,646574
98,61;33,775533
98,62;33,884531
98,63;33,953774
98,64;33,974965
98,65;33,955694
98,66;33,902366
98,67;33,813215
98,68;33,694293
98,69;33,565524
98,7;33,453745
98,71;33,376261
98,72;33,332502
98,73;33,314304
98,74;33,317171
98,75;33,34254
98,76;33,383564
98,77;33,420708
98,78;33,437593
98,79;33,428786
98,8;33,396477
98,81;33,339226
98,82;33,250255
98,83;33,132369
98,84;33,007191
98,85;32,907283
98,86;32,854773
98,87;32,8545
98,88;32,905167
98,89;33,004187
98,9;33,141558
98,91;33,287167
98,92;33,396202
98,93;33,434473
98,94;33,394777
98,95;33,29519
98,96;33,160697
98,97;33,013641
98,98;32,880076
98,99;32,787983
99;32,755717
99,01;32,776136
99,02;32,819954
99,03;32,863366
99,04;32,904877
99,05;32,951196
99,06;32,991303
99,07;33,006217
99,08;32,997026
99,09;32,984157
99,1;32,987928
99,11;33,007379
99,12;33,02378
99,13;33,029661
99,14;33,044736
99,15;33,102644
99,16;33,220095
99,17;33,388677
99,18;33,591798
99,19;33,813394
99,2;34,034579
99,21;34,221593
99,22;34,327476
99,23;34,315523
99,24;34,180008
99,25;33,948088
99,26;33,659153
99,27;33,352329
99,28;33,06942
99,29;32,850288
99,3;32,725344
99,31;32,707767
99,32;32,797906
99,33;32,993336
99,34;33,281641
99,35;33,62989
99,36;33,979964
99,37;34,263746
99,38;34,436448
99,39;34,49227
99,4;34,450666
99,41;34,329899
99,42;34,145965
99,43;33,931883
99,44;33,737766
99,45;33,610924
99,46;33,568296
99,47;33,590941
99,48;33,64639
99,49;33,707537
99,5;33,753963
99,51;33,756394
99,52;33,679335
99,53;33,510758
99,54;33,276788
99,55;33,024261
99,56;32,787902
99,57;32,580704
99,58;32,409165
99,59;32,285014
99,6;32,224667
99,61;32,232526
99,62;32,294332
99,63;32,391804
99,64;32,514219
99,65;32,654514
99,66;32,788856
99,67;32,875844
99,68;32,887845
99,69;32,834068
99,7;32,751749
99,71;32,673375
99,72;32,612446
99,73;32,576341
99,74;32,575943
99,75;32,62513
99,76;32,726112
99,77;32,862072
99,78;33,010066
99,79;33,152124
99,8;33,274983
99,81;33,358923
99,82;33,381533
99,83;33,336899
99,84;33,241924
99,85;33,129901
99,86;33,03267
99,87;32,968373
99,88;32,946382
99,89;32,974828
99,9;33,059636
99,91;33,192533
99,92;33,35084
99,93;33,510321
99,94;33,653427
99,95;33,770756
99,96;33,849258
99,97;33,871468
99,98;33,832195
99,99;33,745616
100;33,638994
100,01;33,533763
100,02;33,437151
100,03;33,353604
100,04;33,294357
100,05;33,27842
100,06;33,321197
100,07;33,425475
100,08;33,581754
100,09;33,767872
100,1;33,948063
100,11;34,073151
100,12;34,101359
100,13;34,023321
100,14;33,862237
100,15;33,662502
100,16;33,469571
100,17;33,318118
100,18;33,231833
100,19;33,217172
100,2;33,261116
100,21;33,331371
100,22;33,385952
100,23;33,393735
100,24;33,345298
100,25;33,248765
100,26;33,116539
100,27;32,96392
100,28;32,813468
100,29;32,689215
100,3;32,607518
100,31;32,564923
100,32;32,543272
100,33;32,530494
100,34;32,530397
100,35;32,556427
100,36;32,613716
100,37;32,693232
100,38;32,77938
100,39;32,856677
100,4;32,914536
100,41;32,938366
100,42;32,910988
100,43;32,83506
100,44;32,737948
100,45;32,654932
100,46;32,610475
100,47;32,615414
100,48;32,671741
100,49;32,77168
100,5;32,897968
100,51;33,021045
100,52;33,108176
100,53;33,141263
100,54;33,121735
100,55;33,065144
100,56;32,985999
100,57;32,895198
100,58;32,810201
100,59;32,753019
100,6;32,739514
100,61;32,764869
100,62;32,809713
100,63;32,86513
100,64;32,936261
100,65;33,025624
100,66;33,117245
100,67;33,181316
100,68;33,196374
100,69;33,162911
100,7;33,095541
100,71;33,002169
100,72;32,883507
100,73;32,750585
100,74;32,63016
100,75;32,551947
100,76;32,524605
100,77;32,533612
100,78;32,562984
100,79;32,608997
100,8;32,676894
100,81;32,761101
100,82;32,839448
100,83;32,892081
100,84;32,915457
100,85;32,916709
100,86;32,89464
100,87;32,840347
100,88;32,758523
100,89;32,675812
100,9;32,626405
100,91;32,627104
100,92;32,67153
100,93;32,743489
100,94;32,827872
100,95;32,910494
100,96;32,965724
100,97;32,961907
100,98;32,885199
100,99;32,747546
101;32,576965
101,01;32,398934
101,02;32,229505
101,03;32,083059
101,04;31,971981
101,05;31,896749
101,06;31,838051
101,07;31,770768
101,08;31,688581
101,09;31,608656
101,1;31,553368
101,11;31,525993
101,12;31,513678
101,13;31,507987
101,14;31,511799
101,15;31,533073
101,16;31,57188
101,17;31,622804
101,18;31,690279
101,19;31,791464
101,2;31,942496
101,21;32,13546
101,22;32,336556
101,23;32,509203
101,24;32,633674
101,25;32,708098
101,26;32,7286
101,27;32,683918
101,28;32,579203
101,29;32,452725
101,3;32,357204
101,31;32,318641
101,32;32,328006
101,33;32,367638
101,34;32,426118
101,35;32,496173
101,36;32,56892
101,37;32,638391
101,38;32,707836
101,39;32,785071
101,4;32,873677
101,41;32,96211
101,42;33,028132
101,43;33,058663
101,44;33,060792
101,45;33,053655
101,46;33,048525
101,47;33,046777
101,48;33,052754
101,49;33,075906
101,5;33,121084
101,51;33,175755
101,52;33,217516
101,53;33,233502
101,54;33,226855
101,55;33,212976
101,56;33,202756
101,57;33,196268
101,58;33,195711
101,59;33,208773
101,6;33,24056
101,61;33,281193
101,62;33,30719
101,63;33,300855
101,64;33,263671
101,65;33,21134
101,66;33,156635
101,67;33,105919
101,68;33,067255
101,69;33,051441
101,7;33,06299
101,71;33,084546
101,72;33,082791
101,73;33,03475
101,74;32,942917
101,75;32,827099
101,76;32,704196
101,77;32,587505
101,78;32,496324
101,79;32,44935
101,8;32,451587
101,81;32,483396
101,82;32,506422
101,83;32,48509
101,84;32,400933
101,85;32,256672
101,86;32,070651
101,87;31,872801
101,88;31,703921
101,89;31,604201
101,9;31,594203
101,91;31,661789
101,92;31,773465
101,93;31,900015
101,94;32,029468
101,95;32,160015
101,96;32,281639
101,97;32,373619
101,98;32,417412
101,99;32,405179
102;32,337537
102,01;32,211214
102,02;32,020751
102,03;31,775503
102,04;31,508443
102,05;31,268237
102,06;31,097122
102,07;31,019283
102,08;31,044949
102,09;31,174386
102,1;31,393473
102,11;31,661756
102,12;31,92204
102,13;32,129713
102,14;32,269833
102,15;32,352671
102,16;32,392809
102,17;32,39887
102,18;32,382607
102,19;32,365286
102,2;32,368441
102,21;32,394934
102,22;32,430527
102,23;32,469291
102,24;32,526028
102,25;32,616539
102,26;32,731936
102,27;32,847551
102,28;32,946721
102,29;33,025365
102,3;33,083299
102,31;33,109873
102,32;33,086149
102,33;33,008748
102,34;32,902561
102,35;32,805598
102,36;32,740342
102,37;32,705395
102,38;32,693093
102,39;32,703261
102,4;32,734763
102,41;32,769058
102,42;32,778462
102,43;32,751362
102,44;32,704709
102,45;32,674375
102,46;32,688081
102,47;32,754559
102,48;32,875134
102,49;33,048344
102,5;33,261371
102,51;33,479565
102,52;33,6548
102,53;33,751635
102,54;33,765367
102,55;33,711873
102,56;33,602235
102,57;33,440835
102,58;33,241461
102,59;33,032128
102,6;32,84164
102,61;32,680717
102,62;32,548084
102,63;32,45481
102,64;32,427059
102,65;32,480325
102,66;32,597925
102,67;32,741347
102,68;32,87591
102,69;32,985737
102,7;33,066321
102,71;33,106591
102,72;33,09324
102,73;33,028722
102,74;32,933387
102,75;32,828548
102,76;32,72
102,77;32,60657
102,78;32,498429
102,79;32,417791
102,8;32,384672
102,81;32,400908
102,82;32,449746
102,83;32,511383
102,84;32,57363
102,85;32,625755
102,86;32,646241
102,87;32,609728
102,88;32,511894
102,89;32,378793
102,9;32,245426
102,91;32,130994
102,92;32,039079
102,93;31,972219
102,94;31,939198
102,95;31,945576
102,96;31,982533
102,97;32,035679
102,98;32,09897
102,99;32,176198
103;32,271478
103,01;32,377118
103,02;32,47518
103,03;32,550766
103,04;32,600689
103,05;32,629189
103,06;32,637952
103,07;32,627258
103,08;32,609503
103,09;32,615125
103,1;32,671266
103,11;32,775887
103,12;32,904683
103,13;33,035944
103,14;33,160521
103,15;33,271439
103,16;33,35331
103,17;33,390609
103,18;33,384698
103,19;33,358786
103,2;33,339609
103,21;33,337495
103,22;33,352471
103,23;33,387254
103,24;33,446547
103,25;33,526351
103,26;33,607222
103,27;33,664335
103,28;33,682759
103,29;33,665582
103,3;33,628267
103,31;33,583209
103,32;33,536541
103,33;33,497475
103,34;33,480308
103,35;33,489177
103,36;33,506921
103,37;33,509435
103,38;33,485687
103,39;33,441757
103,4;33,387672
103,41;33,324829
103,42;33,251073
103,43;33,170759
103,44;33,094205
103,45;33,024896
103,46;32,950372
103,47;32,851979
103,48;32,721807
103,49;32,569506
103,5;32,411402
103,51;32,25677
103,52;32,110423
103,53;31,980977
103,54;31,879316
103,55;31,808721
103,56;31,761422
103,57;31,729757
103,58;31,720871
103,59;31,757462
103,6;31,85515
103,61;32,003261
103,62;32,174645
103,63;32,343604
103,64;32,491275
103,65;32,599416
103,66;32,645676
103,67;32,612604
103,68;32,502259
103,69;32,338539
103,7;32,148907
103,71;31,949033
103,72;31,751475
103,73;31,577231
103,74;31,449835
103,75;31,377672
103,76;31,351005
103,77;31,35971
103,78;31,403762
103,79;31,487268
103,8;31,602975
103,81;31,725944
103,82;31,83004
103,83;31,906986
103,84;31,966192
103,85;32,01768
103,86;32,064341
103,87;32,112551
103,88;32,178602
103,89;32,278725
103,9;32,408643
103,91;32,539135
103,92;32,637852
103,93;32,691462
103,94;32,709134
103,95;32,703393
103,96;32,676035
103,97;32,632424
103,98;32,59418
103,99;32,584448
104;32,604085
104,01;32,635869
104,02;32,66924
104,03;32,707826
104,04;32,758698
104,05;32,815235
104,06;32,855354
104,07;32,862997
104,08;32,844131
104,09;32,821226
104,1;32,809302
104,11;32,805047
104,12;32,806025
104,13;32,825691
104,14;32,881651
104,15;32,970017
104,16;33,063649
104,17;33,139186
104,18;33,196183
104,19;33,251019
104,2;33,310912
104,21;33,364385
104,22;33,399976
104,23;33,418798
104,24;33,427908
104,25;33,422804
104,26;33,387808
104,27;33,317679
104,28;33,227794
104,29;33,145885
104,3;33,091326
104,31;33,066318
104,32;33,072106
104,33;33,119074
104,34;33,214109
104,35;33,341608
104,36;33,466802
104,37;33,559101
104,38;33,606719
104,39;33,612213
104,4;33,574991
104,41;33,491075
104,42;33,371536
104,43;33,244502
104,44;33,13957
104,45;33,068404
104,46;33,021715
104,47;32,986505
104,48;32,959094
104,49;32,941127
104,5;32,923219
104,51;32,884278
104,52;32,808096
104,53;32,695066
104,54;32,562697
104,55;32,426888
104,56;32,291664
104,57;32,163468
104,58;32,060177
104,59;32,003972
104,6;32,004305
104,61;32,055375
104,62;32,150436
104,63;32,285649
104,64;32,450821
104,65;32,617963
104,66;32,749679
104,67;32,822994
104,68;32,840948
104,69;32,824641
104,7;32,79158
104,71;32,748608
104,72;32,703017
104,73;32,668799
104,74;32,662981
104,75;32,692092
104,76;32,746251
104,77;32,809175
104,78;32,871849
104,79;32,933313
104,8;32,982511
104,81;32,999643
104,82;32,981088
104,83;32,947253
104,84;32,926844
104,85;32,931487
104,86;32,950885
104,87;32,972835
104,88;32,996831
104,89;33,030045
104,9;33,071338
104,91;33,111839
104,92;33,152137
104,93;33,20389
104,94;33,27597
104,95;33,355743
104,96;33,41124
104,97;33,418075
104,98;33,375821
104,99;33,300026
105;33,2033
105,01;33,094886
105,02;32,992149
105,03;32,91706
105,04;32,883593
105,05;32,885821
105,06;32,90275
105,07;32,921042
105,08;32,952985
105,09;33,027948
105,1;33,1595
105,11;33,334638
105,12;33,531074
105,13;33,729758
105,14;33,915525
105,15;34,067198
105,16;34,159565
105,17;34,179462
105,18;34,132923
105,19;34,041462
105,2;33,929667
105,21;33,819671
105,22;33,734638
105,23;33,696577
105,24;33,716548
105,25;33,776877
105,26;33,831745
105,27;33,836628
105,28;33,772386
105,29;33,643357
105,3;33,458669
105,31;33,229482
105,32;32,981646
105,33;32,754081
105,34;32,582117
105,35;32,477237
105,36;32,427083
105,37;32,415638
105,38;32,437649
105,39;32,49718
105,4;32,58882
105,41;32,690053
105,42;32,776526
105,43;32,83621
105,44;32,871064
105,45;32,883222
105,46;32,866391
105,47;32,815118
105,48;32,739684
105,49;32,669323
105,5;32,628058
105,51;32,61564
105,52;32,620251
105,53;32,635823
105,54;32,65944
105,55;32,678606
105,56;32,680836
105,57;32,670705
105,58;32,663022
105,59;32,669266
105,6;32,686528
105,61;32,699346
105,62;32,698837
105,63;32,692258
105,64;32,6923
105,65;32,698408
105,66;32,699383
105,67;32,693594
105,68;32,693306
105,69;32,712055
105,7;32,747
105,71;32,78186
105,72;32,811041
105,73;32,845941
105,74;32,897745
105,75;32,960142
105,76;33,014439
105,77;33,048994
105,78;33,066587
105,79;33,0728
105,8;33,059082
105,81;33,01084
105,82;32,929123
105,83;32,834159
105,84;32,752755
105,85;32,70099
105,86;32,683861
105,87;32,708687
105,88;32,786905
105,89;32,92056
105,9;33,090209
105,91;33,266191
105,92;33,430251
105,93;33,581108
105,94;33,720059
105,95;33,834129
105,96;33,902684
105,97;33,915497
105,98;33,879171
105,99;33,809785
106;33,717673
106,01;33,608376
106,02;33,499093
106,03;33,421684
106,04;33,403325
106,05;33,442573
106,06;33,510236
106,07;33,571067
106,08;33,597752
106,09;33,565843
106,1;33,447515
106,11;33,227106
106,12;32,922026
106,13;32,582626
106,14;32,269068
106,15;32,025649
106,16;31,875216
106,17;31,826256
106,18;31,877248
106,19;32,012761
106,2;32,198829
106,21;32,394965
106,22;32,573982
106,23;32,726629
106,24;32,848159
106,25;32,927324
106,26;32,954233
106,27;32,932678
106,28;32,879806
106,29;32,813442
106,3;32,740904
106,31;32,665194
106,32;32,60163
106,33;32,57815
106,34;32,60792
106,35;32,67144
106,36;32,73667
106,37;32,78564
106,38;32,816281
106,39;32,823257
106,4;32,787613
106,41;32,694444
106,42;32,555119
106,43;32,403768
106,44;32,271896
106,45;32,173509
106,46;32,111325
106,47;32,088317
106,48;32,110689
106,49;32,177681
106,5;32,275593
106,51;32,384257
106,52;32,487529
106,53;32,579676
106,54;32,6562
106,55;32,70607
106,56;32,722219
106,57;32,714393
106,58;32,707517
106,59;32,722614
106,6;32,762307
106,61;32,816638
106,62;32,876818
106,63;32,937694
106,64;32,983789
106,65;32,989026
106,66;32,939593
106,67;32,848537
106,68;32,745281
106,69;32,65371
106,7;32,590092
106,71;32,57396
106,72;32,626059
106,73;32,757602
106,74;32,956927
106,75;33,189735
106,76;33,417681
106,77;33,61441
106,78;33,764094
106,79;33,846522
106,8;33,837513
106,81;33,726592
106,82;33,529709
106,83;33,282501
106,84;33,016558
106,85;32,755606
106,86;32,528419
106,87;32,368409
106,88;32,298898
106,89;32,310554
106,9;32,362222
106,91;32,409516
106,92;32,4245
106,93;32,391603
106,94;32,294918
106,95;32,127184
106,96;31,908676
106,97;31,685677
106,98;31,509847
106,99;31,407497
107;31,370854
107,01;31,381315
107,02;31,431426
107,03;31,523816
107,04;31,64848
107,05;31,775904
107,06;31,878255
107,07;31,947009
107,08;31,988669
107,09;32,00152
107,1;31,971315
107,11;31,892458
107,12;31,780397
107,13;31,666875
107,14;31,580332
107,15;31,534939
107,16;31,539156
107,17;31,602087
107,18;31,725793
107,19;31,888092
107,2;32,047397
107,21;32,169025
107,22;32,241248
107,23;32,273171
107,24;32,276721
107,25;32,261344
107,26;32,243342
107,27;32,243555
107,28;32,279954
107,29;32,358937
107,3;32,471621
107,31;32,6017
107,32;32,742269
107,33;32,905152
107,34;33,101638
107,35;33,322678
107,36;33,539938
107,37;33,722218
107,38;33,853062
107,39;33,924344
107,4;33,927
107,41;33,860492
107,42;33,746663
107,43;33,628507
107,44;33,544013
107,45;33,506191
107,46;33,508764
107,47;33,541117
107,48;33,595316
107,49;33,65652
107,5;33,702105
107,51;33,717262
107,52;33,703673
107,53;33,674062
107,54;33,634486
107,55;33,579997
107,56;33,508492
107,57;33,427318
107,58;33,349056
107,59;33,280723
107,6;33,223441
107,61;33,184322
107,62;33,181191
107,63;33,231609
107,64;33,328526
107,65;33,436254
107,66;33,516904
107,67;33,552082
107,68;33,542119
107,69;33,491653
107,7;33,407877
107,71;33,311651
107,72;33,236567
107,73;33,210734
107,74;33,235078
107,75;33,285702
107,76;33,335606
107,77;33,367988
107,78;33,37754
107,79;33,362468
107,8;33,320926
107,81;33,259376
107,82;33,197896
107,83;33,158107
107,84;33,142518
107,85;33,136572
107,86;33,125733
107,87;33,102777
107,88;33,070178
107,89;33,035481
107,9;33,006152
107,91;32,990605
107,92;32,997935
107,93;33,033499
107,94;33,087486
107,95;33,136773
107,96;33,162092
107,97;33,156932
107,98;33,128973
107,99;33,091592
108;33,052322
108,01;33,014383
108,02;32,98513
108,03;32,975351
108,04;32,983509
108,05;32,991212
108,06;32,977489
108,07;32,928801
108,08;32,841599
108,09;32,718796
108,1;32,569756
108,11;32,416903
108,12;32,29383
108,13;32,230179
108,14;32,234682
108,15;32,29859
108,16;32,411585
108,17;32,566674
108,18;32,75474
108,19;32,955057
108,2;33,136472
108,21;33,273596
108,22;33,358531
108,23;33,393482
108,24;33,375115
108,25;33,297281
108,26;33,166734
108,27;33,008139
108,28;32,850966
108,29;32,711015
108,3;32,591604
108,31;32,496114
108,32;32,432284
108,33;32,406271
108,34;32,412072
108,35;32,437495
108,36;32,482182
108,37;32,560591
108,38;32,687015
108,39;32,85859
108,4;33,057094
108,41;33,26601
108,42;33,477166
108,43;33,679541
108,44;33,847994
108,45;33,951231
108,46;33,971958
108,47;33,920151
108,48;33,824089
108,49;33,705542
108,5;33,577259
108,51;33,460899
108,52;33,387896
108,53;33,377898
108,54;33,418834
108,55;33,47554
108,56;33,515952
108,57;33,523491
108,58;33,490104
108,59;33,40632
108,6;33,268867
108,61;33,097175
108,62;32,931654
108,63;32,809591
108,64;32,741197
108,65;32,713338
108,66;32,713019
108,67;32,738385
108,68;32,788087
108,69;32,849418
108,7;32,90548
108,71;32,950977
108,72;32,995829
108,73;33,050137
108,74;33,104295
108,75;33,132347
108,76;33,116676
108,77;33,061906
108,78;32,981466
108,79;32,879994
108,8;32,764948
108,81;32,666997
108,82;32,629372
108,83;32,673928
108,84;32,780731
108,85;32,903494
108,86;33,001521
108,87;33,054734
108,88;33,055605
108,89;33,001421
108,9;32,904176
108,91;32,800136
